TICKER_SYMBOL,END_DATE,COGS,OPERATE_PROFIT,N_INCOME,REVENUE
910,2013-12-31,6142898677.17,150366406.76,260511359.64,8189797185.12
910,2014-03-31,1138468831.68,6092117.26,36006598.27,1541075892.88
910,2014-06-30,2794070449.74,52821604.08,97942367.72,3743665222.46
910,2014-09-30,4493333634.92,128113718.68,170294998.52,6050710864.93
910,2014-12-31,6223805002.95,203201753.76,273963514.08,8439677763.48
910,2015-03-31,1145080692.29,34957784.91,46288948.05,1600080225.15
910,2015-06-30,2617082647.36,95765636.07,121411984.26,3629075748.26
910,2015-09-30,4175279636.72,217850487.49,244663737.85,5802872527.16
910,2015-12-31,5451841083.63,317152048.12,390517789.14,7676701869
910,2016-03-31,720186866.25,22499197.96,30355682.51,1108964830.76
910,2016-06-30,1801115318.96,134410390.55,113574627.97,2722826285.44
910,2016-09-30,2821294196.41,336774293.41,307257594.65,4321730667.62
910,2016-12-31,4314017258.06,529269641.49,534142934.95,6531376106.65
910,2017-03-31,811807952.3,57649990.8,39730312.04,1258644502.09
910,2017-06-30,1920418865.77,200488119.03,153453901.55,2952327595.45
910,2017-09-30,3100325577.85,487108761.38,403878222.54,4828603649.24
910,2017-12-31,4543180617.28,854507104.52,737440933.8,7048258292.1
910,2018-03-31,922251866.51,81413783.2,60042297.45,1397986431.9
911,2008-03-31,847087516.65,78965086.62,69799047.91,1041756031.79
911,2008-06-30,1726200258.06,127250635.79,95725891.7,2090123599.17
911,2008-09-30,2167226686.26,127864926.05,95143172.69,2643709762.97
911,2008-12-31,2754735882.94,50544476.23,37482985.39,3297842311.68
911,2009-03-31,713757947.12,-60275021.9,-60549356.62,793192515.35
911,2009-06-30,1488364370.24,42217174.39,38596830.96,1786328388.74
911,2009-09-30,2030367235.86,84924695.42,78879192.8,2481481720.01
911,2009-12-31,2866886148.65,141624334.72,132393173.72,3531908311.94
911,2010-03-31,787683148.63,74598401.69,69597649.33,979386234.73
911,2010-06-30,1247664188.29,69127314.65,69119248.96,1522238867.95
911,2010-09-30,1927219713.22,39788072.37,76512623.16,2306086007.21
911,2010-12-31,3174659187.96,137862462.94,171497035.79,3875019021.35
911,2011-03-31,730433021.73,25928401.77,39550359.03,899700250.96
911,2011-06-30,1718552250.02,152458543.5,129468792.17,2141922317.34
911,2011-09-30,2286996895.7,164775748.31,130340935.36,2855784631.87
911,2011-12-31,3511749830.7,59959645.31,45437328.34,4223649534.88
911,2012-03-31,620238746.46,-58728419.56,-58542378.49,732041281.4
911,2012-06-30,1554574520.46,-42548412.39,-44147246.74,1825008533.48
911,2012-09-30,2040724833.41,-166571876.43,-149237648.36,2344923581.63
911,2012-12-31,2895469886.48,-381891570.38,-330307720.83,3311709131.21
911,2013-03-31,725522421.31,-90786299.76,-88628554.33,823487001.64
911,2013-06-30,1532779068.01,-131522140.95,-128421062.87,1730860835.03
911,2013-09-30,2583793660.2,-155233498.72,-152339697.88,2909205696.67
911,2013-12-31,3824087872.54,-256381435.56,67990224.96,4399004527.27
911,2014-03-31,542260165.08,-59142572.39,-56830766.4,617745580.8
911,2014-06-30,1095649400.39,-50553845.04,-46659302.08,1240574567.11
911,2014-09-30,1881452801.26,-139712345.81,-136610496.79,2072625404.64
911,2014-12-31,2462865339.91,-339576892.39,-274374636.33,2692885366.76
911,2015-03-31,757939534.78,-20506382.27,22217961.25,880644911.92
911,2015-06-30,1186373051.47,-15768229.4,26028129.21,1418989459.37
911,2015-09-30,1847986871.75,-19435214.19,43500853.81,2208241224.19
911,2015-12-31,2675329133.9,-46627110.17,52945781.34,3138423356.73
911,2016-03-31,479131119.63,-123624729.26,-115907254.35,515593685.36
911,2016-06-30,845406712.26,-213127644.15,-201794681.36,920285986.64
911,2016-09-30,1488953079.52,-278262636.37,-260360003.76,1624814189.31
911,2016-12-31,3048329654.6,-88505809.39,20036602.45,3588819665.4
911,2017-03-31,739376609.74,-22723832.73,219648.83,870495965.1
911,2017-06-30,1016326184.6,-115190856.58,-75218449.93,1193154646.52
911,2017-09-30,1420477647.49,-169235996.19,-103846430.78,1686619805.09
911,2017-12-31,2598008874.93,-231178767.5,-197581865.11,2906420912.16
911,2018-03-31,741770565.61,-196461771.95,-197108916.04,696840007.07
915,2008-03-31,32678461.3,17180499.89,11754799.27,105903300.09
915,2008-06-30,115254331.54,43448326.46,29437850.48,264537354.26
915,2008-09-30,155013844.67,63121152.22,42322395.12,377862309.15
915,2008-12-31,266301703.33,80730614.69,55223080.91,538347699.24
915,2009-03-31,35216611.73,22327651.99,16893459.26,110500498.99
915,2009-06-30,82487293.39,53894619.85,47668071.36,242424248.91
915,2009-09-30,127797038.41,77084227.26,57176906.24,369485314.82
915,2009-12-31,169364122.54,112993727.91,98149849.28,499397489.03
915,2010-03-31,36089872.1,15545461.24,12632323.02,103936902.37
915,2010-06-30,83596269.06,61907504.57,51915143.16,254988888.2
915,2010-09-30,131707119.75,120449756.93,103971650.4,408784646.53
915,2010-12-31,178666677.86,151343548.97,132496509.04,560278543.54
915,2011-03-31,42860401.24,41951509.68,45834566.86,149062926.9
915,2011-06-30,113818711.18,72989021.37,73877919.4,324503919.72
915,2011-09-30,170143211.06,137590108.01,129634216.05,507353371.48
915,2011-12-31,253020949.37,175888672.62,163492268.09,716985900.16
915,2012-03-31,50353043.16,66839748.58,57832474.54,183140857.9
915,2012-06-30,111914777.99,115713064.12,99866706.89,368366445.88
915,2012-09-30,163939289.4,184190755.98,158641628.67,578326235.09
915,2012-12-31,254965692.68,256797948.39,222943310.12,830249955.17
915,2013-03-31,66470642.4,82682735.87,71587330.25,231251061.21
915,2013-06-30,159779621.12,166694633.95,144143577.72,495091354.23
915,2013-09-30,248242415.67,236322994.71,204945158.84,758878275.55
915,2013-12-31,361640217.02,317686123.53,275211109.58,1095341746.95
915,2014-03-31,116811399.51,102879771.89,88679002.16,308852178.71
915,2014-06-30,242726133.83,149785713.31,129780861.17,597279104.1
915,2014-09-30,372096524.27,247986819.22,240763503.7,930033061.01
915,2014-12-31,521229986.84,391109977.67,386283590.18,1373956906.92
915,2015-03-31,81866860.84,82847127.48,71629388.3,252233792.9
915,2015-06-30,185742199.52,122703061.84,106229935.6,533378781.29
915,2015-09-30,292772463.03,157841239.91,136715765.28,801725127.31
915,2015-12-31,464870176.82,290992128.22,261472853.07,1232966348.39
915,2016-03-31,113409014.6,95479688.11,82934615.71,331268746.34
915,2016-06-30,266145782.4,214784647.61,188176263.62,715643618.14
915,2016-09-30,419310833.45,326355698.28,284675485.83,1097578620.81
915,2016-12-31,610901945.12,399166570.35,350956754.2,1544725068.68
915,2017-03-31,135781712.15,192489640.91,164319244.98,448311308.58
915,2017-06-30,272249010.61,319543848.23,273841800.17,865121632.25
915,2017-09-30,417202914.6,470698226.89,401894321.9,1347034688.51
915,2017-12-31,571491429.3,527562348.94,450832110.42,1767233195.23
915,2018-03-31,121640208.09,157460586.85,134332870.02,456490788.31
919,2008-03-31,306488419.64,6960062.24,6416481.01,406598464.11
919,2008-06-30,700618752.03,52464220.85,46762668.44,968263118.35
919,2008-09-30,957549929.05,78994731.63,72475250.94,1341250375.26
919,2008-12-31,1270222581.54,108204610.86,94366415.06,1788881964.77
919,2009-03-31,366000272.91,68451177.53,54341700.41,486095789.97
919,2009-06-30,757258853.12,160707281.99,135252017.1,1027411328
919,2009-09-30,1052776366.43,212801863.91,175174854.75,1452564928.91
919,2009-12-31,1403937145.26,300988413.21,264007733.92,1966705766.55
919,2010-03-31,334258207.44,40133474.62,35040656.77,455672168.7
919,2010-06-30,768347509.47,111423973.88,99754603.04,1058144151.51
919,2010-09-30,1192193561.01,181960034.25,157017634.05,1603249719.97
919,2010-12-31,1589861748.84,274430698.72,232702242.48,2161139287.83
919,2011-03-31,398351721.47,45081641.51,34726032.24,517272884.33
919,2011-06-30,864335919.46,155809643.64,129624823.31,1155765722.94
919,2011-09-30,1248956341.06,199169793.32,162154446.22,1665646713.95
919,2011-12-31,1691926613.58,261968398.39,210619932.29,2257022777.82
919,2012-03-31,418084246.85,51998155.73,37361615.17,533884927.34
919,2012-06-30,873163760.35,140571336.41,109266014.55,1153411981.95
919,2012-09-30,1274994230.65,174901059.19,132195531.62,1672112184.23
919,2012-12-31,1753179695.88,218022944.69,179259439.06,2304934220.75
919,2013-03-31,481573006.48,47758452.6,36286367.41,602327093.5
919,2013-06-30,980178755.69,123902609.95,97237719.12,1279055282.23
919,2013-09-30,1448672527.17,188683513.12,147022796.09,1884111420.02
919,2013-12-31,1990792563.3,245829499.11,190064737.96,2605713782.39
919,2014-03-31,498020501.31,61581991.69,49220101.64,636029342.61
919,2014-06-30,1020134812.7,159984035.61,127586511.12,1381578780.65
919,2014-09-30,1533802851.97,241595513.01,192806928.8,2059604391.73
919,2014-12-31,2100377562.47,305164251.36,245162746.3,2771942286.51
919,2015-03-31,548019287.74,91355043.78,68526721.19,712972532.63
919,2015-06-30,1182166958.06,185094667.77,141598097.57,1567871876.59
919,2015-09-30,1793829127.1,270789115.79,209185564.52,2349002156.12
919,2015-12-31,2513782764.41,322014160.96,262004296.87,3221375385.3
919,2016-03-31,688000163.45,72350251.23,55269271.14,870225899.02
919,2016-06-30,1414555511.88,165130544.18,127675146.4,1808452125.78
919,2016-09-30,2091135512.77,228750075.24,179922450.96,2653831105.52
919,2016-12-31,2844933577.35,283001222.48,222334358.97,3578652774.45
919,2017-03-31,667391955.37,69272317.67,52147476.66,831626576
919,2017-06-30,1347303822.61,154893329.98,122830555.25,1711122007.35
919,2017-09-30,1945806002.19,216489057.26,186430307.05,2466430645.35
919,2017-12-31,2484263436.65,222812762.53,172930928.59,3191811863.89
919,2018-03-31,591365484.86,75459055.23,59252385.87,791528442.47
920,2008-03-31,313938455.89,2949653.81,1994573.31,373523759.97
920,2008-06-30,651711627.12,19286636.11,17558941.63,775880038.33
920,2008-09-30,898004463.5,13063915.71,13926934.49,1079849873.34
920,2008-12-31,1143067328.31,15375977.59,22150142.58,1385792767.3
920,2009-03-31,155955896.42,118219.58,500543.19,171584383.76
920,2009-06-30,304644187.81,32718659.25,30534529.32,354811384.88
920,2009-09-30,584007967.13,46345259.96,42508289.86,701477464.45
920,2009-12-31,834510838.45,30763217.3,42614004.58,1006562369.11
920,2010-03-31,193845392.44,4801041.15,33388726.44,244777311.84
920,2010-06-30,571296431.79,26337265.14,44511958.96,704082458.34
920,2010-09-30,904701890.31,52850673.1,68154862.6,1119557135.19
920,2010-12-31,1165773528.45,42331000.02,83270063.06,1446321054.13
920,2011-03-31,363663700.87,22884281.93,19172485.2,459845928.48
920,2011-06-30,716281502.84,46993064.53,41307352.96,898483045.5
920,2011-09-30,1182949753.89,87300858.13,79003048.5,1469524338.48
920,2011-12-31,1394732988.83,102643786.98,96875937.63,1768247388.53
920,2012-03-31,495791616.89,48945292.44,39355749.37,625013124.44
920,2012-06-30,945946472.73,77870693.61,64252289.85,1179981973.35
920,2012-09-30,1343658491.57,107958814.16,91800467.71,1683924299.06
920,2012-12-31,1769029462.32,120027657.97,112638927.73,2210668223.18
920,2013-03-31,302014755.8,5069874.34,2622458.32,372414404.49
920,2013-06-30,726448895.46,44938975.24,45733373.13,911405928.02
920,2013-09-30,1093409837.38,80798005.89,81500930.37,1381091130.84
920,2013-12-31,1852335661.48,107099240.05,122107246.27,2284546419.97
920,2014-03-31,329312461.76,8719535.37,9673663.37,421911411.96
920,2014-06-30,740702835.97,40276987.77,52465678.89,945708720.25
920,2014-09-30,1170395685.04,64901273.07,181177072.73,1515611529.81
920,2014-12-31,1600274671.81,87850905.85,241469076.79,2062118885.77
920,2015-03-31,125715179.9,36109116.54,30532351.31,211765774.54
920,2015-06-30,243312214.57,71009662.36,60294036.19,430178035.21
920,2015-09-30,373049593.37,100907732.38,84245979.03,663720166.92
920,2015-12-31,506146904.16,129556759.64,121236279.78,904593628.97
920,2016-03-31,131160306.82,46371754.7,38549788.79,238137132.82
920,2016-06-30,282738505.45,78223274.77,69572724.47,502426613.75
920,2016-09-30,413891996.31,125574852.44,111366506.92,744682219.87
920,2016-12-31,565866139.18,136220461.81,134838370.01,1009380053.24
920,2017-03-31,137241128.18,41578925.49,34503454.11,247975925.71
920,2017-06-30,301415868.86,78956607.42,68470087.54,531574380.23
920,2017-09-30,457834240.92,115478639.44,99830831.56,786510160.94
920,2017-12-31,633734359.72,155767331.71,127023271.9,1082840820.9
920,2018-03-31,128737837.52,19731188.06,13931964.33,212578184.83
921,2008-03-31,1947504808.76,-47869669.53,10180497.63,2306435784.53
921,2008-06-30,4486812041.06,15132954.32,70038896.03,5395083810.62
921,2008-09-30,6282353699.84,-17235594.85,47839351.69,7469682954.57
921,2008-12-31,7313026053.5,-309300868.04,-232326074.99,8635475359.75
921,2009-03-31,1391057556.21,8442812.62,6345478.87,1796364437.86
921,2009-06-30,5139154794.41,283443338.5,274661419.81,6787365106.85
921,2009-09-30,6020844266.61,172889578.59,183251945.45,7461394224.59
921,2009-12-31,10093331167.49,52854699.22,173023360.74,12971591666
921,2010-03-31,2440512710.49,46860655.01,46534941.94,2815866334.26
921,2010-06-30,7934695517.3,230006326.08,347954978.7,9517014559.29
921,2010-09-30,11861791343.77,246781538.94,494356603.34,14378057233.04
921,2010-12-31,14796731809.19,128950337.07,596120276.79,17690323631.83
921,2011-03-31,3941555718.8,17037908.15,99495130.02,4630501996.45
921,2011-06-30,8910556396.46,174951891.63,284678746.21,10734908708.73
921,2011-09-30,12630590678.36,197350768.84,326440999.07,15340852382.26
921,2011-12-31,15202894118.35,101397890.42,225449228,18488663163.12
921,2012-03-31,3374593526.22,122477264.14,128283948.11,4135925384.23
921,2012-06-30,7982126495.52,400585452.26,401841967.56,9967726766.93
921,2012-09-30,12125180285.72,584622604.71,621734407.69,15248686770.07
921,2012-12-31,15034033516.68,685595816.84,732305573.35,18958915310.09
921,2013-03-31,4251193784.8,236816541.96,241107172.37,5304927504.96
921,2013-06-30,10250224907.55,755501049.65,745126902.33,12992870024.48
921,2013-09-30,15448298885.31,1223004265.16,1227950245.91,19669947100.47
921,2013-12-31,19039837900.27,1202109216.23,1245793922.54,24360021308.47
921,2014-03-31,5039248645.23,227355886.59,232522624.71,6397939370.29
921,2014-06-30,12062743794.94,697446340.71,638415965.79,15397537762.48
921,2014-09-30,17141787918.58,819573922.62,767711932.53,21988953514.02
921,2014-12-31,20784712962.7,652264663.75,711510498.47,26534420935.55
921,2015-03-31,5126862585.75,275334347.33,231070166.86,6430772090.41
921,2015-06-30,10800650891.99,486105046.32,514069507.44,13611148619.89
921,2015-09-30,15217692648.96,391138058.72,448327709.39,19227361567.73
921,2015-12-31,18440738979.66,313991118.62,544276396.75,23471602857.98
921,2016-03-31,4434666093.54,206703147.53,170172729.01,5765448152.85
921,2016-06-30,10044258231.63,641279316.51,590627757.42,13122951531.51
921,2016-09-30,15580481889.46,949388254.92,909519139.31,20430319209.3
921,2016-12-31,20486653055.35,1065255194.57,1141593773.7,26730219497.07
921,2017-03-31,6236378852.26,331727985.33,279151554.37,7708966633.23
921,2017-06-30,14347700763.3,730843622.62,705367756.35,17606357421.41
921,2017-09-30,21271664033.84,1889627859.36,1788593721.12,26394287298.52
921,2017-12-31,26969830953.33,2010176029.9,2051224253.16,33487590387.45
921,2018-03-31,7368462343.51,358609173.44,306059465.11,8974222298.65
926,2008-03-31,445935855.91,74389414.73,57396772.94,612098589.68
926,2008-06-30,1209055781.67,288875022.25,228228641.09,1748664122.65
926,2008-09-30,1853712678.9,370056733.9,290665770.4,2579990044.42
926,2008-12-31,2248319125.9,422054303.58,330559095.81,3201425893.05
926,2009-03-31,597907059.31,52825394.88,38068673.23,750093416.45
926,2009-06-30,1396100507.19,186497375.67,141789403.94,1817229823.35
926,2009-09-30,2220486506.55,356665912.47,267363038.18,2948199300.91
926,2009-12-31,3082453947.82,444354471.47,334742668.17,4097329640.67
926,2010-03-31,617089620.26,162715744.65,139361208.25,866953386.47
926,2010-06-30,1692628882.67,334722444.34,268080405.69,2317079307.39
926,2010-09-30,2500537057.56,444611941.48,347178370.07,3474894958.28
926,2010-12-31,4151208114.79,674899577.34,514790773.26,5625510470.2
926,2011-03-31,585211631.73,165978685.94,99140489.9,894147359.37
926,2011-06-30,1588778051.44,327927500.23,224573453.02,2214517507.72
926,2011-09-30,2322103731.31,529208614.26,368526813.75,3339641301.19
926,2011-12-31,3250666573.56,738061588.81,520848989.78,4760583882.45
926,2012-03-31,882650506.31,163702471.72,118964276.45,1234691817.38
926,2012-06-30,2008520278.77,338517096.8,242718163.42,2767098631.83
926,2012-09-30,3019522306.02,537898288.02,398129178.97,4166122523.56
926,2012-12-31,4490625341.63,818049677.14,612847123,6244510925.04
926,2013-03-31,1041588269.76,195914114.15,136950252.06,1432152438.17
926,2013-06-30,2356880398.04,387678420.1,278198470.19,3150431836.28
926,2013-09-30,3546168147.08,702600435.23,497864637.66,4896952564.61
926,2013-12-31,5672852717.82,975342615.96,681280084.16,7662682406.6
926,2014-03-31,1414575888.9,231820512,147280230.59,1918243113.5
926,2014-06-30,2890582047.02,389851668.82,245213746.98,3753221486.93
926,2014-09-30,4205254160.13,897606335.11,560382893.63,5402927778.09
926,2014-12-31,5439784384.14,1088837953.75,714239919.6,6686444501.9
926,2015-03-31,1630101546.27,294899445.97,205534556.6,2203282170.74
926,2015-06-30,2731356008.53,482567164.37,315726726.78,3746750916.65
926,2015-09-30,4585414550.53,953051256.97,661760522.96,6204238598.04
926,2015-12-31,6032327583.8,903590807.68,611617258.1,8028869707.32
926,2016-03-31,2282952216.09,431068501.05,299186141.97,3125658972.77
926,2016-06-30,4487573140.05,601030265.24,389134406.04,5803201032.67
926,2016-09-30,6325524912.83,1128449707.37,766049091.25,8445886242.63
926,2016-12-31,8139721382.99,1229418763.9,804321613.29,10484662040.38
926,2017-03-31,2100423832.58,576708901.29,390145789.99,3028762548.52
926,2017-06-30,3971789716.26,1050690219.61,735599022.44,5487741930.73
926,2017-09-30,5218920817.63,1563953626.06,1106288105.48,7057511354.78
926,2017-12-31,8558840685.87,1768011608.17,1196202175.04,11658511149.26
926,2018-03-31,1588788966.48,384779517.52,266705926.32,2703748070.13
928,2008-03-31,389340472.19,4805145.96,2910325.37,482169603.63
928,2008-06-30,818296512.13,13019754.19,4601367.1,1049430387.52
928,2008-09-30,1284337069.27,32713174.43,20868024.71,1697599966.5
928,2008-12-31,1646043044.18,60798585.97,12333968.94,2143390512.2
928,2009-03-31,225194487.24,2451387.59,1114463.13,288705154.83
928,2009-06-30,514476398.81,3456708.74,5497861.05,619224944.24
928,2009-09-30,902781663.62,-8129394.08,1578795.37,1029875237.43
928,2009-12-31,1242426541.51,-19321939.57,2201771.22,1391820227.61
928,2010-03-31,333393603.16,510399.02,73540.82,365276289.75
928,2010-06-30,681903262.83,1736928.64,493661.93,767818125.75
928,2010-09-30,983640127.32,4333756.99,1401225.89,1150033315.4
928,2010-12-31,1331546543.41,3091341.32,4908902.63,1568315058.65
928,2011-03-31,345337619.56,1662104.69,1226944.05,426953240.34
928,2011-06-30,699041293.19,1000495.94,3437369.35,858458650.71
928,2011-09-30,1044800309.1,2524166.54,4800572.29,1286614005.38
928,2011-12-31,1353172798.78,-2115334.65,1609380.45,1654982749.33
928,2012-03-31,307340965.25,-9539942.83,-9479422.59,373115967.02
928,2012-06-30,688306307.99,-44621095.53,-45188385.96,798310252.93
928,2012-09-30,1034164014.12,-104604404.94,-102424629.92,1157836607.88
928,2012-12-31,1380344035.82,-197228032.27,-179970450.76,1500975257.73
928,2013-03-31,365158919.67,-82043210.24,-81052606.66,360287251.92
928,2013-06-30,756487977.21,-179117109.92,-176820897.28,723554670.73
928,2013-09-30,7465774094.73,68618048.55,-17341160.06,8040697980.13
928,2013-12-31,9780647766.08,45042492.78,-33724032.34,10902579429.91
928,2014-03-31,2118739026.91,19027533.49,-12110199.58,2311547552.42
928,2014-06-30,4754308223.12,73396451.84,739604.32,5367020269.8
928,2014-09-30,7392918652.92,198129135.75,75536559.55,8290433833.5
928,2014-12-31,9763815423.38,326030172.37,186288429.72,11061334031.3
928,2015-03-31,1485210501.29,109784086.78,82559308.05,1669877442.03
928,2015-06-30,4535288275.88,329966051.78,249902289,5138003575.26
928,2015-09-30,6233578471.15,499917400.09,371166022.38,7102203477.09
928,2015-12-31,8378362559.16,624879895.63,474572298.37,9751282013.99
928,2016-03-31,1302540374.13,130565467.07,101782102.95,1527894747.83
928,2016-06-30,3386638304.41,304780693.14,234660850.62,3971272246.75
928,2016-09-30,5028371450.96,490833600.09,372746773.08,5922269694.62
928,2016-12-31,7745845523.55,668699374.47,518567220.3,9443733859.99
928,2017-03-31,1286855214.75,135460587.49,102090147.2,1542040045.96
928,2017-06-30,3104245972.56,328141710.76,252776174.04,3591887382.73
928,2017-09-30,4120652206.26,423262252.13,327537750.4,4839472813.31
928,2017-12-31,6826556102.06,830874707.03,427056093.8,7859237901.89
928,2018-03-31,1124891741.16,122902810.59,93352872.19,1365395046.16
931,2008-03-31,278062193.35,18577536.6,17670960.24,387374804.39
931,2008-06-30,741493866.24,18858002.29,16447209.34,983084141.51
931,2008-09-30,1036956789.63,14100241.67,17906006.34,1356873262.32
931,2008-12-31,1528872578.2,88692547.56,65912666.62,2056061312.87
931,2009-03-31,219299568.59,5146308.1,4701079.46,327059716.02
931,2009-06-30,734567276.62,17907574.93,15970378.05,978330689.82
931,2009-09-30,1130568071.13,33967495.15,25313725.91,1489493961.28
931,2009-12-31,1792893576.56,53482864.6,56048821.95,2329444676.07
931,2010-03-31,240852188.33,-5661906.32,-7281531.03,339403934.31
931,2010-06-30,772899019.22,11799273.91,6027806.8,998503264.17
931,2010-09-30,1424480373.05,-1319220.73,31882443.54,1747548511.96
931,2010-12-31,2072157355.56,22571751.73,16645282.08,2599059518.4
931,2011-03-31,277927990.91,-6028919.35,-7685051.4,380190773.1
931,2011-06-30,986180279.17,12804442.42,7580135.31,1220871239.03
931,2011-09-30,1737690320.83,65843307.85,51500658.7,2156793002.74
931,2011-12-31,2737462494.99,7953257.26,55931886.31,3310476870.74
931,2012-03-31,358477616.78,-5921964.39,-12124100.45,477979793.33
931,2012-06-30,1064071722.37,76432768.38,57948126.47,1353209198.16
931,2012-09-30,1615296273.99,78904618.19,53177025.17,2026821593.36
931,2012-12-31,2706597248.48,64480098.08,31430774.62,3270537022.46
931,2013-03-31,323454838.03,-9466212.84,-10290740.46,427739303.96
931,2013-06-30,1134259950.8,-15159834.74,-28087959.84,1385139082.7
931,2013-09-30,1685214199.21,3972528.4,-18171073.75,2082621527.59
931,2013-12-31,3051917983.62,-176605277.62,-210528884.97,3605177851.36
931,2014-03-31,485155020.94,-24269128.91,-26146604.06,571272158.83
931,2014-06-30,917153160.04,-44260236.75,-44026082.11,1119316217.99
931,2014-09-30,1508859940.25,-35694878.36,-30865006.23,1828288353.19
931,2014-12-31,2524963654.83,40353373.09,13697004.84,3034196925.67
931,2015-03-31,63573132.6,-20145995.53,-20743967.49,135534089.36
931,2015-06-30,222068694.46,171785457.16,149048354.77,398966534.72
931,2015-09-30,384158269.6,187300227.46,163015436.9,684346781.14
931,2015-12-31,618106695.68,182258217.29,154482020.52,1078026319.58
931,2016-03-31,140037592.72,-14661428.89,-14659956.11,260148504.35
931,2016-06-30,390233629.39,-19887314.77,-7006059.55,668767330.52
931,2016-09-30,584401370.71,5284359.1,17540087.93,1027340704.62
931,2016-12-31,793899515.01,35711521.94,45030647.93,1478567357.37
931,2017-03-31,119889977.63,-29289673.09,-29445952.75,251736338.42
931,2017-06-30,340037662.52,-59707214.92,-58181132.39,635577240.6
931,2017-09-30,595579927.08,-11991112.03,-12138884.86,1122305440.24
931,2017-12-31,911755869.17,55322148.64,43564843.64,1740701055.11
931,2018-03-31,132514020.39,1895178.15,13047827.45,338965134.52
936,2008-03-31,709610878.21,20056319.92,18524920.66,765768230.7
936,2008-06-30,1538616992.46,57196570.96,50682568.36,1661880165.01
936,2008-09-30,2310654975.02,80871620.45,72235332.9,2505022564.82
936,2008-12-31,2973887681.48,79391241.01,89550275.78,3193099315.13
936,2009-03-31,448825383.27,21400449.2,18713736.15,481621660.2
936,2009-06-30,1038824510.54,40764463.49,36089609.26,1106178851.24
936,2009-09-30,1601250257.72,93961938.04,80806067.85,1721676328.6
936,2009-12-31,2253400981.86,113907019.59,104143750.08,2428773482.52
936,2010-03-31,385985312.39,26614414.16,23940225.85,432578978.48
936,2010-06-30,1180703523.18,63741037.36,53946125.16,1271348029.25
936,2010-09-30,1973188237.75,132649901.47,110333172.92,2122445733.25
936,2010-12-31,2874735081.5,257931926.2,203564036.96,3245861288.99
936,2011-03-31,724551411.09,103880825.03,81457278.41,850162737.18
936,2011-06-30,1672033698.04,171863852.75,156655372.46,1843214893.78
936,2011-09-30,2529076834.36,190616727.85,173876737.75,2754899834.43
936,2011-12-31,3280099467.47,178972284.28,173200005.68,3515826754.89
936,2012-03-31,639254021.14,4857329.31,6784641.85,688249484.58
936,2012-06-30,1344832265.44,114526514.32,94914735.15,1429711834.66
936,2012-09-30,1960806517.63,160674660.81,134833755.04,2080250546.85
936,2012-12-31,2503525896.31,181524655.12,156463904.52,2650851365.29
936,2013-03-31,454061283.9,-13974828.91,-8249373.53,481195198.35
936,2013-06-30,1058442733.27,23487494.7,23247049.99,1102591233.76
936,2013-09-30,1546714844.26,37080866.28,35004394.35,1623208214.24
936,2013-12-31,2118668709.58,60289853.26,58080838.4,2213510325.97
936,2014-03-31,393136029.01,-2246908.49,-922910.45,415657588.32
936,2014-06-30,948734398.02,22265718.41,21419230.4,1011290704.99
936,2014-09-30,1449093320.12,41558058.3,37467646.14,1551724689.5
936,2014-12-31,1934323979.75,73349366.01,66516061.41,2066223016.15
936,2015-03-31,528462868,13145441.43,10182422.49,566459400.3
936,2015-06-30,1018567888.62,78352547.31,70561448.24,1113206429.62
936,2015-09-30,1402732704.44,81525303.27,73204517.88,1533416572.12
936,2015-12-31,1837475536.79,111376807.12,95318422.07,2012954085.76
936,2016-03-31,378541078.63,12251628.93,9120585.64,411736683.16
936,2016-06-30,818004828.34,74790092.71,63511949.48,927392185.89
936,2016-09-30,1317855174.56,713622924.75,542927864.28,1498380635.38
936,2016-12-31,1856601616.42,806950215.08,613226296.79,2125321281.99
936,2017-03-31,676029468.02,26167304.95,21146722.33,743535283.18
936,2017-06-30,1446626471.57,93112640.89,87565069.24,1573386590.94
936,2017-09-30,1993680571.01,144679416.29,137112952.01,2211017323.83
936,2017-12-31,2542676769.97,230648189.52,205535909.71,2842387322.25
936,2018-03-31,480307729.67,23373071.84,16461881.09,565751194.87
948,2008-03-31,243913657.22,1800903,40024061.02,309711777.2
948,2008-06-30,598021294.57,12941658.99,50297000.95,738704612.61
948,2008-09-30,1039217116.69,22171248.24,61826357.02,1254740142.74
948,2008-12-31,1562141984.52,64517962.62,107334814.96,1917791978.53
948,2009-03-31,219852084.71,16002761.19,18663156.75,283640742.34
948,2009-06-30,494898748.67,33032290.12,40153743.99,619822927.88
948,2009-09-30,830738963.22,51565044.01,56823871.54,1045826059.52
948,2009-12-31,1430511726.15,87851811.81,89895320.62,1811701092.62
948,2010-03-31,318885448.38,17995305.7,22232946.85,402023395.73
948,2010-06-30,770992392,50576803.56,56692379.65,952871634
948,2010-09-30,1154929036.55,70293402.71,76640132.04,1442080888.35
948,2010-12-31,1760817977.19,74898444.45,85303468.14,2227535336.85
948,2011-03-31,412801322.93,-10540551.91,-3746610.46,494260006.36
948,2011-06-30,988478732.13,16137791.85,28279445.9,1188825360.21
948,2011-09-30,1533327325.97,17220606.38,39619053.93,1836456289.57
948,2011-12-31,2183203805.49,99039450.91,112511884.31,2656849321.37
948,2012-03-31,242983501.65,-26500266.5,-19809871.36,304770906.44
